,Facility/HHS Code,Facility/HHS Desc,Last Month in QTR,Triage Category,Number of Attendances,Variation in the number of attendances (%),Patients Seen within clinically recommended times (%),Median Waiting time to treatment (minutes),Patients who did not wait for treatment (%),Patients admitted from the Emergency Department (%),Admissions to hospital within 4 hours (%),Patients whose ED stay was within 4 hours (%),Number of patients who left after treatment commenced,Percentage of patients who left after treatment commenced (%),Number of patients who did not wait for treatment,Median Wait Traffic Light
4,1,Mater Hospital Brisbane Public,JUN 2022,ALL,12081,-8.739990935186583,56.0,40.05,37.52,26.96,47.26,685,5.67,604,5.00,
5,4,The Prince Charles Hospital,JUN 2022,1,134,31.372549019607845,0.0,100.00,76.87,33.01,33.58,1,0.75,0,0.00,
6,4,The Prince Charles Hospital,JUN 2022,2,4909,19.208353569694026,8.0,70.34,58.81,38.62,48.65,46,0.94,9,0.18,
7,4,The Prince Charles Hospital,JUN 2022,3,13101,10.445118866970155,43.0,38.50,34.98,28.08,46.71,312,2.38,583,4.45,
8,4,The Prince Charles Hospital,JUN 2022,4,10287,3.386934673366834,59.0,51.28,10.79,35.23,74.66,272,2.64,772,7.50,
9,4,The Prince Charles Hospital,JUN 2022,5,1722,-84.03337969401947,24.0,86.28,33.10,92.46,87.22,38,2.21,137,7.96,
10,4,The Prince Charles Hospital,JUN 2022,ALL,30153,-18.100334084797783,37.0,51.09,30.69,36.25,58.82,669,2.22,1501,4.98,
11,11,Princess Alexandra Hospital,JUN 2022,1,696,12.80388978930308,1.0,100.00,90.80,57.44,57.33,0,0.00,0,0.00,
12,11,Princess Alexandra Hospital,JUN 2022,2,4450,16.82856392754004,18.0,32.20,72.18,32.29,32.85,126,2.83,20,0.45,
13,11,Princess Alexandra Hospital,JUN 2022,3,7696,7.862648913805185,32.0,47.73,54.22,30.10,34.37,552,7.17,92,1.20,
14,11,Princess Alexandra Hospital,JUN 2022,4,3530,8.415233415233415,33.0,78.44,26.71,30.65,44.76,382,10.82,80,2.27,
15,11,Princess Alexandra Hospital,JUN 2022,5,1119,-9.758064516129032,29.0,96.96,19.03,66.67,63.81,134,11.97,43,3.84,
16,11,Princess Alexandra Hospital,JUN 2022,ALL,17491,8.930684436694277,27.0,54.88,52.44,33.65,38.88,1194,6.83,235,1.34,
17,15,Ipswich Hospital,JUN 2022,1,184,-3.1578947368421053,1.0,100.00,74.46,18.25,25.54,1,0.54,0,0.00,
18,15,Ipswich Hospital,JUN 2022,2,4830,11.418685121107266,14.0,36.28,59.46,30.88,35.80,247,5.11,35,0.72,
19,15,Ipswich Hospital,JUN 2022,3,10133,8.2123024348569,37.0,42.14,36.16,24.32,40.09,1096,10.82,423,4.17,
20,15,Ipswich Hospital,JUN 2022,4,4067,9.770580296896085,42.0,62.62,17.29,26.32,57.76,405,9.96,296,7.28,
21,15,Ipswich Hospital,JUN 2022,5,528,1.9305019305019306,41.0,86.58,7.01,29.73,73.67,45,8.52,81,15.34,
22,15,Ipswich Hospital,JUN 2022,ALL,19742,8.999558303886925,30.0,46.35,37.55,26.97,43.44,1794,9.09,835,4.23,
23,16,Redcliffe Hospital,JUN 2022,1,113,46.75324675324675,0.0,100.00,76.99,27.59,27.43,3,2.65,0,0.00,
24,16,Redcliffe Hospital,JUN 2022,2,2483,10.257548845470692,7.0,69.57,56.67,41.08,48.73,48,1.93,0,0.00,
25,16,Redcliffe Hospital,JUN 2022,3,8796,13.001027749229188,37.0,43.37,37.56,21.58,36.03,744,8.46,507,5.76,
26,16,Redcliffe Hospital,JUN 2022,4,5612,-1.4574187884108867,47.0,59.82,18.41,21.49,51.30,496,8.84,509,9.07,
27,16,Redcliffe Hospital,JUN 2022,5,1147,-79.83473980309424,38.0,85.51,2.70,41.94,85.09,46,4.01,89,7.76,
28,16,Redcliffe Hospital,JUN 2022,ALL,18151,-15.561034611090436,32.0,55.09,32.30,26.44,45.53,1337,7.37,1105,6.09,
29,22,Queen Elizabeth II Jubilee Hospital,JUN 2022,1,140,-33.649289099526065,1.0,100.00,80.00,29.46,32.14,2,1.43,0,0.00,
30,22,Queen Elizabeth II Jubilee Hospital,JUN 2022,2,3058,1.2247600132406489,7.0,72.90,63.41,47.81,50.78,77,2.52,2,0.07,
31,22,Queen Elizabeth II Jubilee Hospital,JUN 2022,3,8948,14.571062740076824,22.0,58.90,39.42,31.10,40.62,1045,11.68,212,2.37,
32,22,Queen Elizabeth II Jubilee Hospital,JUN 2022,4,4072,-6.925714285714285,37.0,64.76,13.53,35.57,54.00,546,13.41,204,5.01,
33,22,Queen Elizabeth II Jubilee Hospital,JUN 2022,5,276,-2.816901408450704,48.0,81.22,2.90,75.00,70.65,50,18.12,30,10.87,
34,22,Queen Elizabeth II Jubilee Hospital,JUN 2022,ALL,16494,5.050633717597605,17.0,63.68,37.21,36.81,46.24,1720,10.43,448,2.72,
35,28,Redland Hospital,JUN 2022,1,179,10.493827160493828,0.0,100.00,63.69,17.54,22.35,1,0.56,0,0.00,
36,28,Redland Hospital,JUN 2022,2,2713,5.236617532971295,8.0,64.67,48.99,50.49,51.49,63,2.32,7,0.26,
37,28,Redland Hospital,JUN 2022,3,8147,7.650634249471459,22.0,58.54,28.57,36.90,53.31,195,2.39,318,3.90,
38,28,Redland Hospital,JUN 2022,4,3990,5.807478122513922,28.5,70.68,8.22,42.99,77.12,57,1.43,196,4.91,
39,28,Redland Hospital,JUN 2022,5,437,-3.532008830022075,32.0,87.19,3.66,25.00,89.47,6,1.37,24,5.49,
40,28,Redland Hospital,JUN 2022,ALL,15466,6.427195155518855,17.0,64.02,26.61,41.19,59.80,322,2.08,545,3.52,
41,29,Logan Hospital,JUN 2022,1,292,35.81395348837209,0.0,100.00,77.74,31.72,38.70,3,1.03,0,0.00,
42,29,Logan Hospital,JUN 2022,2,8041,13.046534514269647,13.0,43.88,58.35,51.51,50.17,381,4.74,82,1.02,
43,29,Logan Hospital,JUN 2022,3,13497,9.518013631937682,36.0,45.04,39.42,46.91,50.43,1311,9.71,697,5.16,
44,29,Logan Hospital,JUN 2022,4,5003,-13.919476944253269,40.0,62.25,17.17,41.91,62.10,465,9.29,447,8.93,
45,29,Logan Hospital,JUN 2022,5,672,-8.19672131147541,36.0,80.40,8.33,53.57,76.79,44,6.55,102,15.18,
46,29,Logan Hospital,JUN 2022,ALL,27505,4.996946098641014,26.0,49.07,40.56,48.18,53.00,2204,8.01,1328,4.83,
47,30,Caboolture Hospital,JUN 2022,1,69,-17.857142857142858,0.0,98.55,72.46,26.00,27.54,0,0.00,0,0.00,
48,30,Caboolture Hospital,JUN 2022,2,3376,5.2697224820704704,8.0,60.33,48.40,20.07,31.28,222,6.58,31,0.92,
49,30,Caboolture Hospital,JUN 2022,3,9298,7.3672055427251735,28.0,53.54,33.71,15.76,38.22,1271,13.67,519,5.58,
50,30,Caboolture Hospital,JUN 2022,4,3388,-2.2504327755337563,31.0,72.45,11.81,21.25,63.96,411,12.13,281,8.29,
51,30,Caboolture Hospital,JUN 2022,5,255,-14.14141414141414,28.0,90.15,6.27,50.00,81.57,23,9.02,24,9.41,
52,30,Caboolture Hospital,JUN 2022,ALL,16386,4.276441389843452,23.0,59.43,31.94,17.73,42.74,1927,11.76,855,5.22,
53,32,Sunshine Coast University Hospital,JUN 2022,1,199,0.5050505050505051,0.0,100.00,81.41,53.70,53.77,2,1.01,0,0.00,
54,32,Sunshine Coast University Hospital,JUN 2022,2,4676,8.66837090402045,8.0,69.00,59.56,45.35,50.41,59,1.26,6,0.13,
55,32,Sunshine Coast University Hospital,JUN 2022,3,11181,10.484189723320158,16.0,70.13,43.88,36.95,51.15,308,2.75,129,1.15,
56,32,Sunshine Coast University Hospital,JUN 2022,4,6603,10.436527847466131,25.0,78.48,19.01,41.67,71.07,276,4.18,237,3.59,
57,32,Sunshine Coast University Hospital,JUN 2022,5,786,9.776536312849162,27.0,94.64,5.85,52.17,86.01,34,4.33,32,4.07,
58,32,Sunshine Coast University Hospital,JUN 2022,ALL,23445,9.987802589604053,14.0,73.26,39.04,40.53,57.80,679,2.90,404,1.72,
59,41,Beaudesert Hospital,JUN 2022,1,7,133.33333333333334,1.0,100.00,0.00,-,71.43,0,0.00,0,0.00,
60,41,Beaudesert Hospital,JUN 2022,2,467,25.876010781671155,6.0,80.22,11.56,25.93,64.24,6,1.28,1,0.21,
61,41,Beaudesert Hospital,JUN 2022,3,1258,19.581749049429657,8.0,94.58,5.80,24.66,81.48,32,2.54,19,1.51,
62,41,Beaudesert Hospital,JUN 2022,4,1886,7.833047455688964,7.0,97.75,1.91,19.44,91.46,50,2.65,60,3.18,
63,41,Beaudesert Hospital,JUN 2022,5,370,-21.10874200426439,4.0,100.00,0.81,66.67,97.84,6,1.62,20,5.41,
64,41,Beaudesert Hospital,JUN 2022,ALL,3988,9.440175631174533,7.0,94.84,4.16,24.70,85.68,94,2.36,100,2.51,
65,42,Boonah Hospital,JUN 2022,1,9,200.0,0.0,100.00,11.11,0.00,77.78,0,0.00,0,0.00,
66,42,Boonah Hospital,JUN 2022,2,132,57.142857142857146,0.0,94.70,15.15,65.00,81.06,2,1.52,0,0.00,
67,42,Boonah Hospital,JUN 2022,3,246,-6.818181818181818,0.0,97.97,9.35,73.91,91.46,3,1.22,0,0.00,
68,42,Boonah Hospital,JUN 2022,4,369,-7.28643216080402,0.0,98.89,3.25,75.00,94.04,1,0.27,8,2.17,
69,42,Boonah Hospital,JUN 2022,5,106,19.10112359550562,0.0,98.80,4.72,80.00,94.34,1,0.94,3,2.83,
70,42,Boonah Hospital,JUN 2022,ALL,862,2.863961813842482,0.0,97.95,7.08,70.49,91.18,7,0.81,11,1.28,
71,43,Caloundra Hospital,JUN 2022,1,1,0.0,0.0,100.00,0.00,-,100.00,0,0.00,0,0.00,
72,43,Caloundra Hospital,JUN 2022,2,94,44.61538461538462,5.0,87.23,0.00,-,100.00,0,0.00,0,0.00,
73,43,Caloundra Hospital,JUN 2022,3,383,63.67521367521367,19.0,78.74,0.00,-,99.22,0,0.00,0,0.00,
74,43,Caloundra Hospital,JUN 2022,4,2958,37.26218097447796,34.0,70.30,0.00,-,99.15,7,0.24,58,1.96,
75,43,Caloundra Hospital,JUN 2022,5,1341,-24.873949579831933,27.0,95.67,0.07,100.00,99.48,3,0.22,55,4.10,
76,43,Caloundra Hospital,JUN 2022,ALL,4777,12.691672564284028,28.0,77.82,0.02,100.00,99.27,10,0.21,113,2.37,
77,44,Esk Hospital,JUN 2022,1,6,100.0,0.0,100.00,0.00,-,66.67,0,0.00,0,0.00,
78,44,Esk Hospital,JUN 2022,2,122,10.90909090909091,0.0,92.56,25.41,93.55,72.13,4,3.28,1,0.82,
79,44,Esk Hospital,JUN 2022,3,188,-3.092783505154639,0.0,98.94,11.17,80.95,77.66,2,1.06,0,0.00,
80,44,Esk Hospital,JUN 2022,4,330,1.2269938650306749,0.0,98.76,6.67,86.36,93.64,2,0.61,5,1.52,
81,44,Esk Hospital,JUN 2022,5,115,-26.751592356687897,1.0,100.00,0.87,100.00,96.52,0,0.00,5,4.35,
82,44,Esk Hospital,JUN 2022,ALL,761,-3.670886075949367,0.0,97.95,9.86,88.00,86.47,8,1.05,11,1.45,
83,45,Gatton Hospital,JUN 2022,1,11,-31.25,0.0,100.00,18.18,50.00,54.55,0,0.00,0,0.00,
84,45,Gatton Hospital,JUN 2022,2,249,19.711538461538463,2.0,86.64,13.65,76.47,78.71,8,3.21,2,0.80,
85,45,Gatton Hospital,JUN 2022,3,722,14.785373608903022,5.0,88.79,8.17,69.49,84.49,14,1.94,25,3.46,
86,45,Gatton Hospital,JUN 2022,4,881,0.5707762557077626,5.0,92.18,2.61,52.17,93.30,18,2.04,36,4.09,
87,45,Gatton Hospital,JUN 2022,5,406,37.16216216216216,11.0,97.73,2.22,100.00,97.04,6,1.48,32,7.88,
88,45,Gatton Hospital,JUN 2022,ALL,2269,12.049382716049383,5.0,91.26,5.60,70.08,89.38,46,2.03,95,4.19,
89,46,Kilcoy Hospital,JUN 2022,1,2,-33.333333333333336,0.0,100.00,0.00,-,100.00,0,0.00,0,0.00,
90,46,Kilcoy Hospital,JUN 2022,2,64,113.33333333333334,0.0,82.81,18.75,58.33,51.56,3,4.69,0,0.00,
91,46,Kilcoy Hospital,JUN 2022,3,198,43.47826086956522,0.0,88.27,13.13,53.85,71.21,1,0.51,2,1.01,
92,46,Kilcoy Hospital,JUN 2022,4,297,-11.869436201780415,0.0,93.57,5.05,60.00,88.55,3,1.01,11,3.70,
93,46,Kilcoy Hospital,JUN 2022,5,204,13.333333333333332,5.0,97.95,1.47,100.00,95.59,1,0.49,12,5.88,
94,46,Kilcoy Hospital,JUN 2022,ALL,765,11.191860465116278,0.0,92.01,7.32,58.93,82.88,8,1.05,25,3.27,
95,47,Laidley Hospital,JUN 2022,1,12,-7.6923076923076925,0.0,100.00,16.67,0.00,66.67,0,0.00,0,0.00,
96,47,Laidley Hospital,JUN 2022,2,370,25.850340136054424,0.0,91.46,12.43,63.04,75.95,5,1.35,6,1.62,
97,47,Laidley Hospital,JUN 2022,3,538,-8.65874363327674,0.0,94.11,8.18,52.27,81.41,18,3.35,10,1.86,
98,47,Laidley Hospital,JUN 2022,4,568,-14.714714714714715,0.0,95.39,4.75,40.74,86.27,16,2.82,42,7.39,
99,47,Laidley Hospital,JUN 2022,5,235,-29.216867469879517,0.0,98.38,6.81,75.00,92.77,4,1.70,19,8.09,
100,47,Laidley Hospital,JUN 2022,ALL,1723,-9.028511087645194,0.0,94.46,7.84,55.56,83.28,43,2.50,77,4.47,
101,48,Maleny Hospital,JUN 2022,1,12,500.0,0.0,100.00,8.33,100.00,100.00,0,0.00,0,0.00,
102,48,Maleny Hospital,JUN 2022,2,113,25.555555555555557,0.0,91.15,19.47,100.00,86.73,1,0.88,0,0.00,
103,48,Maleny Hospital,JUN 2022,3,302,10.622710622710622,6.0,84.62,12.25,86.49,90.40,2,0.66,2,0.66,
104,48,Maleny Hospital,JUN 2022,4,393,-11.88340807174888,15.0,93.02,4.58,77.78,95.42,3,0.76,4,1.02,
105,48,Maleny Hospital,JUN 2022,5,390,14.035087719298247,13.0,98.03,0.77,100.00,98.46,1,0.26,8,2.05,
106,48,Maleny Hospital,JUN 2022,ALL,1210,4.943625325238508,10.0,92.02,6.69,88.89,94.38,7,0.58,14,1.16,
107,49,Nambour Hospital,JUN 2022,1,42,-12.5,0.0,100.00,33.33,64.29,47.62,2,4.76,0,0.00,
108,49,Nambour Hospital,JUN 2022,2,2147,11.013443640124095,7.0,75.23,33.07,52.39,55.15,24,1.12,3,0.14,
109,49,Nambour Hospital,JUN 2022,3,6082,7.379943502824859,13.0,78.94,26.34,39.76,56.46,157,2.58,68,1.12,
110,49,Nambour Hospital,JUN 2022,4,5785,1.8665257967952105,21.0,79.15,7.69,44.72,79.67,168,2.90,231,3.99,
111,49,Nambour Hospital,JUN 2022,5,751,2.8767123287671232,19.0,93.59,0.53,0.00,92.94,7,0.93,59,7.86,
112,49,Nambour Hospital,JUN 2022,ALL,14807,5.350409107079331,14.0,79.23,18.74,43.86,67.16,358,2.42,361,2.44,
113,61,Biggenden Hospital,JUN 2022,1,0,0.0,,-,-,-,-,0,-,0,-,
114,61,Biggenden Hospital,JUN 2022,2,31,181.8181818181818,0.0,93.33,41.94,100.00,100.00,0,0.00,1,3.23,
115,61,Biggenden Hospital,JUN 2022,3,49,0.0,0.0,97.96,24.49,100.00,100.00,0,0.00,0,0.00,
116,61,Biggenden Hospital,JUN 2022,4,104,-20.610687022900766,0.0,100.00,12.50,100.00,100.00,2,1.92,1,0.96,
117,61,Biggenden Hospital,JUN 2022,5,77,-35.294117647058826,0.0,100.00,1.30,100.00,100.00,0,0.00,0,0.00,
118,61,Biggenden Hospital,JUN 2022,ALL,261,-16.077170418006432,0.0,98.84,14.94,100.00,100.00,2,0.77,2,0.77,
119,62,Bundaberg Hospital,JUN 2022,1,17,-57.5,0.0,100.00,70.59,16.67,23.53,1,5.88,0,0.00,
120,62,Bundaberg Hospital,JUN 2022,2,1660,0.7893139040680025,22.0,28.19,46.14,15.93,22.41,53,3.19,18,1.08,
121,62,Bundaberg Hospital,JUN 2022,3,5644,9.720062208398135,49.0,34.03,24.70,7.25,34.64,252,4.46,386,6.84,
122,62,Bundaberg Hospital,JUN 2022,4,4119,-13.137916490932096,77.0,41.09,7.70,8.20,61.64,176,4.27,634,15.39,
123,62,Bundaberg Hospital,JUN 2022,5,393,-43.45323741007194,54.0,76.33,5.85,17.39,78.37,11,2.80,77,19.59,
124,62,Bundaberg Hospital,JUN 2022,ALL,11833,-3.545810238017607,50.0,36.72,21.23,10.15,43.76,493,4.17,1115,9.42,
125,63,Cherbourg Hospital,JUN 2022,1,5,150.0,0.0,80.00,40.00,50.00,60.00,0,0.00,0,0.00,
126,63,Cherbourg Hospital,JUN 2022,2,50,-24.24242424242424,2.5,83.33,46.00,91.30,90.00,0,0.00,1,2.00,
127,63,Cherbourg Hospital,JUN 2022,3,251,-9.057971014492754,5.0,89.08,27.49,84.06,90.04,3,1.20,12,4.78,
128,63,Cherbourg Hospital,JUN 2022,4,587,13.75968992248062,10.0,91.20,7.84,82.61,93.87,4,0.68,44,7.50,
129,63,Cherbourg Hospital,JUN 2022,5,496,21.271393643031782,7.0,99.00,2.02,90.00,97.98,1,0.20,45,9.07,
130,63,Cherbourg Hospital,JUN 2022,ALL,1389,9.456264775413711,8.0,92.99,10.80,84.67,94.38,8,0.58,102,7.34,
131,64,Childers Hospital,JUN 2022,1,1,0.0,0.0,100.00,100.00,100.00,100.00,0,0.00,0,0.00,
132,64,Childers Hospital,JUN 2022,2,32,39.130434782608695,0.0,100.00,65.63,100.00,100.00,0,0.00,0,0.00,
133,64,Childers Hospital,JUN 2022,3,168,-4.0,0.0,100.00,41.67,98.57,99.40,5,2.98,1,0.60,
134,64,Childers Hospital,JUN 2022,4,334,-17.121588089330025,0.0,98.48,14.37,97.92,99.40,2,0.60,4,1.20,
135,64,Childers Hospital,JUN 2022,5,202,18.128654970760234,0.0,100.00,1.49,100.00,99.50,1,0.50,11,5.45,
136,64,Childers Hospital,JUN 2022,ALL,737,-4.533678756476684,0.0,99.26,19.40,98.60,99.46,8,1.09,16,2.17,
137,65,Eidsvold Hospital,JUN 2022,1,1,0.0,0.0,100.00,100.00,100.00,100.00,0,0.00,0,0.00,
138,65,Eidsvold Hospital,JUN 2022,2,5,-54.54545454545455,0.0,100.00,60.00,100.00,100.00,0,0.00,0,0.00,
139,65,Eidsvold Hospital,JUN 2022,3,18,-48.57142857142857,0.0,100.00,61.11,100.00,100.00,0,0.00,0,0.00,
140,65,Eidsvold Hospital,JUN 2022,4,48,23.076923076923077,0.0,100.00,12.50,100.00,100.00,1,2.08,0,0.00,
141,65,Eidsvold Hospital,JUN 2022,5,24,-27.272727272727273,0.0,100.00,8.33,100.00,100.00,0,0.00,1,4.17,
142,65,Eidsvold Hospital,JUN 2022,ALL,96,-18.64406779661017,0.0,100.00,23.96,100.00,100.00,1,1.04,1,1.04,
143,66,Gayndah Hospital,JUN 2022,1,6,500.0,0.0,100.00,83.33,100.00,100.00,0,0.00,0,0.00,
144,66,Gayndah Hospital,JUN 2022,2,34,41.66666666666667,0.0,100.00,55.88,100.00,94.12,0,0.00,0,0.00,
145,66,Gayndah Hospital,JUN 2022,3,95,-30.14705882352941,0.0,97.83,37.89,100.00,97.89,0,0.00,3,3.16,
146,66,Gayndah Hospital,JUN 2022,4,147,1.3793103448275863,0.0,100.00,14.97,100.00,97.28,0,0.00,1,0.68,
147,66,Gayndah Hospital,JUN 2022,5,124,-0.8,0.0,100.00,2.42,66.67,96.77,1,0.81,1,0.81,
148,66,Gayndah Hospital,JUN 2022,ALL,406,-5.800464037122969,0.0,99.50,20.94,98.82,97.04,1,0.25,5,1.23,
149,67,Gin Gin Hospital,JUN 2022,1,0,0.0,,-,-,-,-,0,-,0,-,
150,67,Gin Gin Hospital,JUN 2022,2,19,-20.833333333333336,0.0,100.00,52.63,100.00,100.00,1,5.26,0,0.00,
151,67,Gin Gin Hospital,JUN 2022,3,110,-15.384615384615385,2.5,98.18,27.27,100.00,99.09,2,1.82,0,0.00,
152,67,Gin Gin Hospital,JUN 2022,4,330,0.6097560975609756,5.0,94.79,12.12,100.00,99.70,1,0.30,4,1.21,
153,67,Gin Gin Hospital,JUN 2022,5,291,-18.48739495798319,10.0,98.17,4.12,83.33,98.63,1,0.34,18,6.19,
154,67,Gin Gin Hospital,JUN 2022,ALL,750,-10.60786650774732,5.0,96.70,12.27,97.83,99.20,5,0.67,22,2.93,
155,68,Gympie Hospital,JUN 2022,1,34,41.66666666666667,0.0,100.00,47.06,37.50,35.29,0,0.00,0,0.00,
156,68,Gympie Hospital,JUN 2022,2,1072,1.4191106906338695,8.0,71.05,44.50,48.64,57.37,14,1.31,6,0.56,
157,68,Gympie Hospital,JUN 2022,3,3394,9.731652117685094,29.0,51.27,22.27,35.71,64.32,48,1.41,104,3.06,
158,68,Gympie Hospital,JUN 2022,4,3350,-1.0924121641570712,34.0,68.45,5.64,40.74,85.76,60,1.79,228,6.81,
159,68,Gympie Hospital,JUN 2022,5,441,24.929178470254957,19.0,94.20,1.13,100.00,96.83,9,2.04,26,5.90,
160,68,Gympie Hospital,JUN 2022,ALL,8291,4.763709881223149,25.0,62.84,17.40,40.89,73.69,131,1.58,364,4.39,
161,69,Hervey Bay Hospital,JUN 2022,1,42,-14.285714285714286,0.0,100.00,64.29,40.74,33.33,1,2.38,0,0.00,
162,69,Hervey Bay Hospital,JUN 2022,2,1425,-2.73037542662116,5.0,80.73,47.51,27.62,35.02,47,3.30,1,0.07,
163,69,Hervey Bay Hospital,JUN 2022,3,4301,-0.9442653155228006,37.0,44.71,34.11,19.09,39.57,198,4.60,201,4.67,
164,69,Hervey Bay Hospital,JUN 2022,4,4467,-9.281072298943947,63.0,48.87,16.01,18.88,54.96,184,4.12,569,12.74,
165,69,Hervey Bay Hospital,JUN 2022,5,499,-32.47631935047362,62.0,70.45,3.81,15.79,71.14,11,2.20,92,18.44,
166,69,Hervey Bay Hospital,JUN 2022,ALL,10734,-6.814827676013543,35.0,52.86,27.06,21.20,46.81,441,4.11,863,8.04,
167,70,Kingaroy Hospital,JUN 2022,1,51,70.0,0.0,100.00,64.71,33.33,35.29,0,0.00,0,0.00,
168,70,Kingaroy Hospital,JUN 2022,2,544,6.666666666666666,12.0,47.04,36.58,40.70,47.79,10,1.84,3,0.55,
169,70,Kingaroy Hospital,JUN 2022,3,1667,11.207471647765177,35.0,46.37,23.82,37.78,62.75,26,1.56,79,4.74,
170,70,Kingaroy Hospital,JUN 2022,4,2038,19.111630625365283,61.0,49.89,7.46,48.68,76.84,26,1.28,245,12.02,
171,70,Kingaroy Hospital,JUN 2022,5,954,-7.378640776699029,48.5,79.10,3.46,75.76,87.95,2,0.21,133,13.94,
172,70,Kingaroy Hospital,JUN 2022,ALL,5254,9.9163179916318,39.0,53.14,15.49,41.89,70.97,64,1.22,460,8.76,
173,71,Maryborough Hospital,JUN 2022,1,29,-19.444444444444443,0.0,100.00,0.00,-,65.52,1,3.45,0,0.00,
174,71,Maryborough Hospital,JUN 2022,2,881,-2.2197558268590454,7.0,69.59,3.06,0.00,39.16,18,2.04,3,0.34,
175,71,Maryborough Hospital,JUN 2022,3,2151,2.526215443279314,43.0,38.66,6.04,6.15,52.25,63,2.93,84,3.91,
176,71,Maryborough Hospital,JUN 2022,4,2637,-6.621813031161473,84.0,40.42,2.54,8.96,68.75,119,4.51,318,12.06,
177,71,Maryborough Hospital,JUN 2022,5,291,-20.054945054945055,46.0,78.33,2.06,50.00,84.88,11,3.78,55,18.90,
178,71,Maryborough Hospital,JUN 2022,ALL,5989,-3.760244255182388,43.0,46.26,3.84,7.39,59.24,212,3.54,460,7.68,
179,72,Monto Hospital,JUN 2022,1,1,0.0,0.0,100.00,0.00,-,100.00,0,0.00,0,0.00,
180,72,Monto Hospital,JUN 2022,2,14,-57.57575757575758,0.0,100.00,64.29,100.00,100.00,1,7.14,0,0.00,
181,72,Monto Hospital,JUN 2022,3,83,31.746031746031743,0.0,98.78,59.04,100.00,100.00,0,0.00,1,1.20,
182,72,Monto Hospital,JUN 2022,4,117,-27.32919254658385,0.0,98.25,23.08,100.00,100.00,1,0.85,1,0.85,
183,72,Monto Hospital,JUN 2022,5,52,-42.22222222222223,0.0,100.00,13.46,100.00,100.00,0,0.00,0,0.00,
184,72,Monto Hospital,JUN 2022,ALL,267,-23.054755043227665,0.0,98.83,34.46,100.00,100.00,2,0.75,2,0.75,
185,74,Mundubbera Hospital,JUN 2022,1,1,0.0,0.0,100.00,100.00,100.00,100.00,0,0.00,0,0.00,
186,74,Mundubbera Hospital,JUN 2022,2,7,-22.22222222222222,0.0,100.00,42.86,100.00,100.00,0,0.00,0,0.00,
187,74,Mundubbera Hospital,JUN 2022,3,55,19.565217391304348,0.0,100.00,45.45,100.00,100.00,0,0.00,1,1.82,
188,74,Mundubbera Hospital,JUN 2022,4,98,-21.6,0.0,100.00,9.18,100.00,100.00,0,0.00,0,0.00,
189,74,Mundubbera Hospital,JUN 2022,5,24,-25.0,0.0,100.00,4.17,100.00,100.00,0,0.00,0,0.00,
190,74,Mundubbera Hospital,JUN 2022,ALL,185,-12.735849056603774,0.0,100.00,21.08,100.00,100.00,0,0.00,1,0.54,
191,75,Murgon Hospital,JUN 2022,1,3,0.0,0.0,100.00,0.00,-,66.67,0,0.00,0,0.00,
192,75,Murgon Hospital,JUN 2022,2,56,9.803921568627452,0.0,89.09,46.43,92.31,89.29,1,1.79,1,1.79,
193,75,Murgon Hospital,JUN 2022,3,275,24.43438914027149,5.0,87.13,32.00,96.59,91.27,4,1.45,3,1.09,
194,75,Murgon Hospital,JUN 2022,4,551,32.7710843373494,10.0,92.61,7.99,90.91,96.19,1,0.18,22,3.99,
195,75,Murgon Hospital,JUN 2022,5,201,-52.816901408450704,4.5,99.21,2.99,100.00,99.50,1,0.50,5,2.49,
196,75,Murgon Hospital,JUN 2022,ALL,1086,-2.6881720430107525,5.0,91.75,15.10,94.51,95.12,7,0.64,31,2.85,
197,76,Nanango Hospital,JUN 2022,1,0,0.0,,-,-,-,-,0,-,0,-,
198,76,Nanango Hospital,JUN 2022,2,58,31.81818181818182,0.0,96.55,25.86,93.33,86.21,1,1.72,0,0.00,
199,76,Nanango Hospital,JUN 2022,3,62,-37.37373737373737,2.0,89.83,12.90,62.50,83.87,0,0.00,3,4.84,
200,76,Nanango Hospital,JUN 2022,4,347,2.359882005899705,7.0,92.57,6.92,87.50,92.22,1,0.29,16,4.61,
201,76,Nanango Hospital,JUN 2022,5,420,-37.59286775631501,5.0,99.02,3.10,92.31,96.90,0,0.00,12,2.86,
202,76,Nanango Hospital,JUN 2022,ALL,887,-23.26989619377163,5.0,95.31,6.76,86.67,93.46,2,0.23,31,3.49,
203,91,Chinchilla Hospital,JUN 2022,1,2,0.0,0.0,100.00,50.00,100.00,100.00,0,0.00,0,0.00,
204,91,Chinchilla Hospital,JUN 2022,2,67,-36.19047619047619,0.0,96.92,47.76,96.88,95.52,0,0.00,2,2.99,
205,91,Chinchilla Hospital,JUN 2022,3,363,10.670731707317072,1.0,95.82,36.91,94.78,95.04,1,0.28,2,0.55,
206,91,Chinchilla Hospital,JUN 2022,4,750,-4.45859872611465,1.0,97.76,9.33,91.43,97.60,2,0.27,15,2.00,
207,91,Chinchilla Hospital,JUN 2022,5,723,-25.077720207253886,2.0,98.84,1.94,85.71,99.03,0,0.00,13,1.80,
208,91,Chinchilla Hospital,JUN 2022,ALL,1905,-12.814645308924485,1.0,97.51,13.18,93.63,97.59,3,0.16,32,1.68,
